Filename,Style,Genre,Date,Predictions,Real Values
5814.jpg,Rococo,portrait,1827.0,Boris Kustodiev,John Jackson
32786.jpg,Naïve Art (Primitivism),marina,,Vincent van Gogh,Alfred Wallis
61219.jpg,Post-Impressionism,genre painting,c.1913,Vincent van Gogh,Maurice Prendergast
19450.jpg,Romanticism,landscape,1835.0,Camille Corot,John Ruskin
34665.jpg,Post-Impressionism,cityscape,,Camille Pissarro,Henri Martin
23625.jpg,Realism,sketch and study,,Theophile Steinlen,Theodor Severin Kittelsen
2691.jpg,Impressionism,sketch and study,1880,Vincent van Gogh,James McNeill Whistler
20021.jpg,Romanticism,marina,1881.0,Camille Corot,William Bradford
6791.jpg,Romanticism,illustration,,Gustave Dore,Gustave Dore
49828.jpg,Impressionism,genre painting,1894,Eugene Boudin,Eugene Boudin
34177.jpg,Baroque,religious painting,1675.0,Boris Kustodiev,Luca Giordano
9822.jpg,Early Renaissance,portrait,,Vincent van Gogh,Domenico Veneziano
68350.jpg,Baroque,religious painting,1610,Pierre-Auguste Renoir,Peter Paul Rubens
2735.jpg,Realism,portrait,1867,Camille Corot,Henri Fantin-Latour
6235.jpg,Romanticism,genre painting,1857,Edgar Degas,Albert Bierstadt
81500.jpg,Impressionism,still life,,Pyotr Konchalovsky,Stefan Luchian
50487.jpg,Realism,sketch and study,1863.0,Vincent van Gogh,Ivan Shishkin
78665.jpg,Realism,sketch and study,,Theophile Steinlen,Ivan Shishkin
31694.jpg,Rococo,portrait,1795.0,Camille Corot,George Romney
9204.jpg,Abstract Expressionism,abstract,1960,Theophile Steinlen,William Scott
65089.jpg,Realism,genre painting,1887.0,Camille Pissarro,James Charles
43756.jpg,Expressionism,portrait,1911,Pyotr Konchalovsky,Egon Schiele
53970.jpg,Impressionism,cityscape,1895,Eugene Boudin,Eugene Boudin
40167.jpg,Post-Impressionism,still life,1923.0,Pyotr Konchalovsky,Lucia Demetriade Balacescu
53371.jpg,Tenebrism,allegorical painting,1660.0,Edgar Degas,Mario Nuzzi
36384.jpg,Baroque,portrait,1752.0,Boris Kustodiev,Miguel Cabrera
17574.jpg,Impressionism,cityscape,1880,Camille Pissarro,Alfred Sisley
84875.jpg,Realism,still life,1877.0,Pyotr Konchalovsky,Pericles Pantazis 
71523.jpg,Romanticism,portrait,c.1870,Vincent van Gogh,Konstantin Makovsky
32999.jpg,Realism,flower painting,1884,Pyotr Konchalovsky,Vasily Surikov
1639.jpg,Realism,landscape,1937,Pyotr Konchalovsky,Martiros Saryan
65467.jpg,Romanticism,battle painting,1846,Boris Kustodiev,Ivan Aivazovsky
98208.jpg,Realism,landscape,,Camille Pissarro,Gustave Courbet
100369.jpg,Northern Renaissance,portrait,,Pierre-Auguste Renoir,Jan van Hemessen
79076.jpg,Proto Renaissance,allegorical painting,,Theophile Steinlen,Giotto
39053.jpg,Realism,sketch and study,,Gustave Dore,Ivan Shishkin
19709.jpg,Romanticism,portrait,,Vincent van Gogh,Konstantin Makovsky
93506.jpg,Baroque,religious painting,1654,Theophile Steinlen,Rembrandt
91927.jpg,Naïve Art (Primitivism),landscape,,Edgar Degas,Alfred Wallis
27874.jpg,Realism,landscape,1857,Camille Corot,Camille Corot
15674.jpg,Sōsaku hanga,genre painting,1938,Theophile Steinlen,Toshi Yoshida
24397.jpg,New Realism,nude painting (nu),1909,Pierre-Auguste Renoir,William James Glackens
62462.jpg,Impressionism,flower painting,,Pierre-Auguste Renoir,Stefan Popescu
772.jpg,Symbolism,genre painting,1900.0,Theophile Steinlen,Eugene Carriere
69395.jpg,Impressionism,landscape,c.1878,Pierre-Auguste Renoir,Gustave Caillebotte
99299.jpg,Impressionism,cityscape,,Camille Corot,Stefan Dimitrescu
30142.jpg,High Renaissance,sketch and study,c.1540,Vincent van Gogh,Michelangelo
62989.jpg,Romanticism,portrait,1812.0,Camille Corot,Thomas Sully
4972.jpg,Rococo,sketch and study,,Edgar Degas,Maurice Quentin de La Tour
30706.jpg,Realism,landscape,1872,Eugene Boudin,Charles-Francois Daubigny
30610.jpg,Impressionism,genre painting,1906,Edgar Degas,Zinaida Serebriakova
28159.jpg,Symbolism,portrait,1930,Camille Corot,Kuzma Petrov-Vodkin
9471.jpg,Impressionism,landscape,,Edgar Degas,Stefan Popescu
48127.jpg,Realism,sketch and study,1921.0,Edgar Degas,Boris Kustodiev
2447.jpg,Baroque,sketch and study,1659,Theophile Steinlen,Rembrandt
55378.jpg,Luminism,landscape,1859,Camille Pissarro,Albert Bierstadt
77791.jpg,Realism,genre painting,1904,Boris Kustodiev,Vasily Vereshchagin
45429.jpg,Art Nouveau (Modern),genre painting,1913.0,Boris Kustodiev,Boris Kustodiev
5985.jpg,Impressionism,cityscape,1890,Camille Corot,Anders Zorn
99994.jpg,Realism,portrait,c.1897,Edgar Degas,John Singer Sargent
42254.jpg,Romanticism,portrait,1818.0,Camille Corot,Thomas Lawrence
26988.jpg,Realism,landscape,1885,Pierre-Auguste Renoir,John Singer Sargent
12561.jpg,Expressionism,genre painting,1918,Pyotr Konchalovsky,Max Weber
50527.jpg,Post-Impressionism,still life,1920,Pyotr Konchalovsky,Ilya Mashkov
65722.jpg,Baroque,genre painting,1627,Boris Kustodiev,Adriaen van de Venne
84583.jpg,Art Nouveau (Modern),cityscape,1910,Vincent van Gogh,Egon Schiele
20203.jpg,Post-Impressionism,landscape,1920,Pyotr Konchalovsky,Pyotr Konchalovsky
11320.jpg,Post-Impressionism,landscape,1924,Boris Kustodiev,Martiros Saryan
30191.jpg,Rococo,portrait,1820.0,Pierre-Auguste Renoir,John Jackson
82995.jpg,Rococo,portrait,1825.0,Edgar Degas,John Jackson
68779.jpg,Realism,landscape,1884.0,Gustave Dore,Ivan Shishkin
87683.jpg,Impressionism,marina,1899,Vincent van Gogh,Konstantin Korovin
49453.jpg,Art Nouveau (Modern),genre painting,,Pierre-Auguste Renoir,Carl Larsson
100096.jpg,Romanticism,religious painting,1902.0,Camille Corot,Viktor Vasnetsov
67360.jpg,Realism,landscape,,Pyotr Konchalovsky,Ivan Shishkin
16574.jpg,Art Nouveau (Modern),symbolic painting,1917,Pierre-Auguste Renoir,Jacek Malczewski
51746.jpg,Realism,landscape,,Boris Kustodiev,Ivan Shishkin
70543.jpg,Post-Impressionism,genre painting,c.1910,Vincent van Gogh,Maurice Prendergast
4431.jpg,Impressionism,genre painting,c.1906,Pierre-Auguste Renoir,Mary Cassatt
89607.jpg,Impressionism,marina,1871,Eugene Boudin,Edouard Manet
24507.jpg,Mannerism (Late Renaissance),illustration,1599.0,Gustave Dore,Francisco Pacheco
34127.jpg,Realism,landscape,1826,Camille Corot,Camille Corot
31794.jpg,Impressionism,landscape,1930.0,Eugene Boudin,Horace Trenerry
12181.jpg,Impressionism,genre painting,1872.0,Edgar Degas,Giovanni Fattori
8544.jpg,Realism,portrait,,Boris Kustodiev,Konstantin Makovsky
11034.jpg,Realism,portrait,1897,Edgar Degas,Vladimir Makovsky
25923.jpg,Modernismo,portrait,1975,Boris Kustodiev,Rene Portocarrero
30102.jpg,Realism,genre painting,,Boris Kustodiev,Nikolay Bogdanov-Belsky
80404.jpg,Symbolism,landscape,1934.0,Edgar Degas,Kimon Loghi
82461.jpg,Realism,portrait,1914.0,Boris Kustodiev,Boris Kustodiev
13518.jpg,Realism,sketch and study,1908.0,Theophile Steinlen,Valentin Serov
540.jpg,New Realism,portrait,1915,Camille Corot,John French Sloan
71036.jpg,Symbolism,religious painting,,Edgar Degas,Henri Fantin-Latour
62985.jpg,Romanticism,capriccio,1810,Gustave Dore,Francisco Goya
23089.jpg,Impressionism,cityscape,,Camille Pissarro,Antoine Blanchard
80983.jpg,Naturalism,animal painting,,Theophile Steinlen,Edward Lear
78701.jpg,Post-Impressionism,still life,1905.0,Pyotr Konchalovsky,Samuel Peploe
59642.jpg,Rococo,portrait,,Camille Corot,John Jackson
51302.jpg,Art Nouveau (Modern),mythological painting,,Vincent van Gogh,Theodor Severin Kittelsen
80880.jpg,Romanticism,religious painting,1799,Camille Corot,Francisco Goya
39682.jpg,Baroque,veduta,1770,Camille Pissarro,Francesco Guardi
17778.jpg,Realism,landscape,1869.0,Camille Corot,Fyodor Vasilyev
46297.jpg,Post-Impressionism,portrait,1961.0,Edgar Degas,Lucia Demetriade Balacescu
12241.jpg,Romanticism,cityscape,1886,Boris Kustodiev,Ivan Aivazovsky
63595.jpg,Realism,cityscape,1875,Vincent van Gogh,Vasily Vereshchagin
23233.jpg,Realism,sketch and study,1884.0,Camille Pissarro,Ivan Shishkin
18761.jpg,Realism,landscape,,Camille Pissarro,Ivan Shishkin
13814.jpg,Realism,sketch and study,1883.0,Edgar Degas,Ilya Repin
18858.jpg,Northern Renaissance,religious painting,1483,Boris Kustodiev,Martin Schongauer
4516.jpg,Romanticism,landscape,1845.0,Camille Pissarro,John Wilson Carmichael
59076.jpg,Realism,still life,1869,Camille Pissarro,Henri Fantin-Latour
79503.jpg,Classicism,landscape,1645,Camille Corot,The Pont Molle
27023.jpg,Baroque,portrait,1634,Camille Corot,Rembrandt
7383.jpg,Impressionism,landscape,,Eugene Boudin,Cornelis Vreedenburgh
59044.jpg,Northern Renaissance,genre painting,,Vincent van Gogh,Lucas Cranach the Elder
61276.jpg,Expressionism,portrait,1909,Theophile Steinlen,Ernst Ludwig Kirchner
23913.jpg,Romanticism,animal painting,,Camille Corot,Thomas Hill
5602.jpg,Post-Impressionism,still life,1918.0,Pyotr Konchalovsky,Samuel Peploe
42070.jpg,Romanticism,portrait,1816.0,Camille Corot,Thomas Lawrence
101378.jpg,Color Field Painting,abstract,1976,Edgar Degas,Esteban Vicente
41045.jpg,Impressionism,landscape,,Eugene Boudin,Robert Julian Onderdonk
37822.jpg,Expressionism,illustration,,Boris Kustodiev,Ernst Ludwig Kirchner
19975.jpg,Impressionism,genre painting,,Boris Kustodiev,Nikolay Bogdanov-Belsky
11748.jpg,Romanticism,design,1898.0,Vincent van Gogh,Viktor Vasnetsov
82069.jpg,Romanticism,portrait,,Pierre-Auguste Renoir,Konstantin Makovsky
56967.jpg,Symbolism,symbolic painting,1909,Vincent van Gogh,Mikalojus Ciurlionis
91452.jpg,Impressionism,marina,1880,Eugene Boudin,Eugene Boudin
95014.jpg,Expressionism,portrait,1911,Vincent van Gogh,Egon Schiele
57354.jpg,Realism,portrait,,Boris Kustodiev,Viktor Vasnetsov
33686.jpg,High Renaissance,religious painting,c.1520,Boris Kustodiev,Andrea del Sarto
77419.jpg,Magic Realism,landscape,,Vincent van Gogh,Eric Ravilious
79087.jpg,Impressionism,genre painting,c.1908,Pierre-Auguste Renoir,Mary Cassatt
19620.jpg,Romanticism,landscape,1867.0,Camille Corot,Thomas Hill
100640.jpg,Post-Impressionism,genre painting,c.1916,Vincent van Gogh,Maurice Prendergast
100122.jpg,Fauvism,genre painting,1909,Pyotr Konchalovsky,Max Weber
102950.jpg,Abstract Expressionism,abstract,1976,Pierre-Auguste Renoir,Joan Mitchell
97853.jpg,Rococo,animal painting,,Camille Corot,George Morland
47830.jpg,Rococo,portrait,,Camille Corot,John Jackson
64405.jpg,Expressionism,portrait,1911,Edgar Degas,Egon Schiele
66231.jpg,Surrealism,symbolic painting,1938.0,Boris Kustodiev,Conroy Maddox
96185.jpg,Realism,animal painting,,Edgar Degas,Anton Mauve
28809.jpg,Art Nouveau (Modern),genre painting,1898,Theophile Steinlen,Carl Larsson
101025.jpg,Fauvism,marina,1906,Pyotr Konchalovsky,Georges Braque
100954.jpg,Realism,portrait,,Pierre-Auguste Renoir,Konstantin Makovsky
11681.jpg,Romanticism,landscape,,Vincent van Gogh,Ivan Aivazovsky
46256.jpg,Symbolism,landscape,1927,Pyotr Konchalovsky,Konstantin Bogaevsky
90750.jpg,Expressionism,landscape,,Vincent van Gogh,Candido Portinari
48758.jpg,Realism,genre painting,,Camille Pissarro,Jules Breton
53601.jpg,Romanticism,genre painting,1835,Theophile Steinlen,Karl Bryullov
2091.jpg,Realism,genre painting,1879,Boris Kustodiev,Vladimir Makovsky
46211.jpg,Art Nouveau (Modern),portrait,,Edgar Degas,Zinaida Serebriakova
87339.jpg,Romanticism,illustration,,Gustave Dore,Gustave Dore
20848.jpg,Romanticism,self-portrait,1811,Boris Kustodiev,Alexey Venetsianov
77278.jpg,Impressionism,genre painting,1907,Eugene Boudin,Max Liebermann
41005.jpg,Abstract Expressionism,abstract,1959,Edgar Degas,Jay DeFeo
81113.jpg,Byzantine,religious painting,1283,Vincent van Gogh,Cimabue
98577.jpg,Realism,flower painting,1953,Vincent van Gogh,Pyotr Konchalovsky
2813.jpg,Impressionism,landscape,,Theophile Steinlen,Winston Churchill
79248.jpg,Realism,landscape,c.1875,Pierre-Auguste Renoir,Aleksey Savrasov
55114.jpg,Impressionism,cityscape,,Eugene Boudin,Antoine Blanchard
37148.jpg,Expressionism,portrait,c.1913,Boris Kustodiev,Egon Schiele
53522.jpg,Post-Impressionism,landscape,1912,Boris Kustodiev,Pierre Bonnard
81720.jpg,Baroque,portrait,1641,Edgar Degas,Rembrandt
98429.jpg,Romanticism,cityscape,1849,Camille Corot,Ivan Aivazovsky
94398.jpg,Symbolism,illustration,1908,Vincent van Gogh,Konstantin Somov
61155.jpg,Realism,sketch and study,c.1895,Pyotr Konchalovsky,Isaac Levitan
71497.jpg,Realism,portrait,1886,Boris Kustodiev,Anders Zorn
38136.jpg,Realism,landscape,1879.0,Gustave Dore,Ivan Shishkin
32976.jpg,Expressionism,genre painting,1943,Pyotr Konchalovsky,Istvan Farkas
91331.jpg,Realism,landscape,,Vincent van Gogh,Ivan Shishkin
65239.jpg,Impressionism,cloudscape,,Camille Pissarro,Arkhip Kuindzhi
81509.jpg,Romanticism,portrait,1820,Pierre-Auguste Renoir,Orest Kiprensky
60599.jpg,New Realism,genre painting,1912,Edgar Degas,John French Sloan
24892.jpg,Orientalism,genre painting,1875,Vincent van Gogh,Edwin Lord Weeks
63982.jpg,Post-Impressionism,still life,1919,Pyotr Konchalovsky,Pyotr Konchalovsky
11942.jpg,,,,Eugene Boudin,William Bradford
36881.jpg,Rococo,portrait,1818.0,Camille Corot,Charles Willson Peale
92163.jpg,Romanticism,portrait,,Camille Corot,William Collins
14583.jpg,Rococo,portrait,,Pierre-Auguste Renoir,John Jackson
6160.jpg,Abstract Art,abstract,1924.0,Boris Kustodiev,Janos Mattis-Teutsch
59518.jpg,Abstract Art,abstract,1924.0,Boris Kustodiev,Janos Mattis-Teutsch
13988.jpg,Op Art,tessellation,1958,Boris Kustodiev,M.C. Escher
44700.jpg,High Renaissance,religious painting,1500,Pyotr Konchalovsky,Pietro Perugino
79897.jpg,Northern Renaissance,religious painting,1518,Boris Kustodiev,Albrecht Altdorfer
76745.jpg,Realism,landscape,1867.0,Camille Corot,Ivan Shishkin
46971.jpg,Romanticism,portrait,1871,Pyotr Konchalovsky,Konstantin Makovsky
87476.jpg,Realism,self-portrait,1902,Boris Kustodiev,Konstantin Somov
60298.jpg,Realism,sketch and study,1886.0,Gustave Dore,Ivan Shishkin
87967.jpg,Fauvism,nude painting (nu),1911.0,Boris Kustodiev,Piet Mondrian
57887.jpg,Impressionism,cloudscape,1929.0,Vincent van Gogh,Tom Roberts
41599.jpg,Northern Renaissance,religious painting,,Edgar Degas,Jan Provoost
40650.jpg,Rococo,landscape,,Camille Corot,George Morland
68649.jpg,Realism,portrait,1853,Pierre-Auguste Renoir,Adolph Menzel
18032.jpg,Surrealism,symbolic painting,1973.0,Theophile Steinlen,Alekos Kontopoulos 
46442.jpg,Romanticism,illustration,,Gustave Dore,Gustave Dore
47060.jpg,Romanticism,genre painting,,Pierre-Auguste Renoir,Adolphe Joseph Thomas Monticelli
70190.jpg,Surrealism,symbolic painting,,Vincent van Gogh,Zdislav Beksinski
18703.jpg,Romanticism,sketch and study,1865.0,Camille Pissarro,Frederic Edwin Church
2648.jpg,Luminism,marina,1891.0,Theophile Steinlen,Frederic Edwin Church
169.jpg,Abstract Expressionism,abstract,1959,Boris Kustodiev,Hans Hofmann
3006.jpg,Symbolism,landscape,1933,Vincent van Gogh,Nicholas Roerich
95115.jpg,Romanticism,landscape,1852.0,Camille Corot,Frederic Edwin Church
63219.jpg,Romanticism,genre painting,,Camille Corot,Giovanni Battista Torriglia
59600.jpg,Baroque,genre painting,1630,Edgar Degas,Adriaen Brouwer
72195.jpg,Cubism,portrait,1912,Edgar Degas,Umberto Boccioni
61114.jpg,Romanticism,marina,1896,Camille Corot,Ivan Aivazovsky
55262.jpg,Romanticism,landscape,,Camille Corot,Ivan Aivazovsky
44049.jpg,Romanticism,portrait,c.1880,Vincent van Gogh,Konstantin Makovsky
28710.jpg,Romanticism,portrait,,Edgar Degas,Konstantin Makovsky
56287.jpg,Symbolism,sketch and study,,Boris Kustodiev,Mikhail Nesterov
15821.jpg,Realism,portrait,1884,Camille Corot,Ivan Kramskoy
63578.jpg,Early Renaissance,religious painting,1444.0,Boris Kustodiev,Jacopo Bellini
102750.jpg,Cubism,landscape,1910,Pyotr Konchalovsky,Raoul Dufy
2838.jpg,Pointillism,self-portrait,c.1923,Boris Kustodiev,Salvador Dali
52718.jpg,Fauvism,landscape,1917.0,Pyotr Konchalovsky,Janos Mattis-Teutsch
92709.jpg,Concretism,abstract,1976.0,Theophile Steinlen,Henryk Stazewski
94781.jpg,Post-Impressionism,cityscape,,Camille Pissarro,Edouard Cortes
49048.jpg,Romanticism,portrait,1850,Camille Corot,Ivan Aivazovsky
5972.jpg,Impressionism,cityscape,,Pierre-Auguste Renoir,Antoine Blanchard
40420.jpg,Realism,portrait,1873,Camille Corot,Ivan Kramskoy
48462.jpg,Impressionism,marina,,Vincent van Gogh,Philip Wilson Steer
34262.jpg,Expressionism,landscape,1910,Vincent van Gogh,Egon Schiele
20607.jpg,Abstract Art,abstract,1927.0,Boris Kustodiev,Enrico Prampolini
97922.jpg,Romanticism,portrait,1864,Camille Corot,Konstantin Makovsky
99502.jpg,Realism,genre painting,1911,Boris Kustodiev,Vladimir Makovsky
25071.jpg,Impressionism,landscape,1887,Camille Pissarro,Alfred Sisley
94716.jpg,Realism,marina,,Eugene Boudin,Gustave Courbet
28327.jpg,Realism,genre painting,1906.0,Boris Kustodiev,Valentin Serov
20131.jpg,Art Nouveau (Modern),genre painting,,Boris Kustodiev,Carl Larsson
9701.jpg,Realism,genre painting,1892,Camille Pissarro,Winslow Homer
88162.jpg,Impressionism,landscape,c.1890,Pierre-Auguste Renoir,John Henry Twachtman
56511.jpg,Fauvism,portrait,1911,Pyotr Konchalovsky,Alexej von Jawlensky
93295.jpg,Romanticism,,1874.0,Camille Corot,Thomas Hill
40622.jpg,Impressionism,landscape,1908,Vincent van Gogh,Childe Hassam
33510.jpg,Naïve Art (Primitivism),cityscape,,Boris Kustodiev,Alfredo Volpi
641.jpg,Post-Impressionism,genre painting,,Boris Kustodiev,Constantin Piliuta
31100.jpg,Abstract Art,abstract,1922.0,Boris Kustodiev,Janos Mattis-Teutsch
71356.jpg,Expressionism,portrait,1921,Edgar Degas,Zinaida Serebriakova
59846.jpg,Expressionism,nude painting (nu),c.1910,Edgar Degas,Egon Schiele
98819.jpg,Luminism,landscape,1875.0,Eugene Boudin,David Johnson
52286.jpg,Post-Impressionism,portrait,,Edgar Degas,Pyotr Konchalovsky
35488.jpg,Surrealism,portrait,1938.0,Theophile Steinlen,Vajda Lajos
90911.jpg,Post-Impressionism,genre painting,1897,Eugene Boudin,Pierre Bonnard
26830.jpg,Realism,landscape,1853,Gustave Dore,Aleksey Savrasov
100755.jpg,Romanticism,landscape,1826,Camille Pissarro,Thomas Cole
5240.jpg,Romanticism,portrait,c.1900,Pierre-Auguste Renoir,Konstantin Makovsky
91119.jpg,Impressionism,landscape,1942.0,Edgar Degas,Vasile Popescu
76841.jpg,Realism,portrait,,Edgar Degas,Ilya Repin
29810.jpg,Realism,landscape,1859.0,Vincent van Gogh,Ivan Shishkin
46735.jpg,Impressionism,genre painting,c.1909,Pyotr Konchalovsky,Mary Cassatt
54934.jpg,Fauvism,landscape,,Boris Kustodiev,Ion Pacea
41213.jpg,Northern Renaissance,portrait,1535,Edgar Degas,Hans Holbein the Younger
96321.jpg,Realism,cityscape,1879,Camille Pissarro,Vasily Polenov
93224.jpg,Romanticism,history painting,,Edgar Degas,Gustave Dore
84123.jpg,Luminism,landscape,1855.0,Camille Corot,Frederic Edwin Church
53168.jpg,Rococo,allegorical painting,,Pyotr Konchalovsky,Giovanni Battista Tiepolo
1871.jpg,Romanticism,cityscape,1885.0,Camille Corot,James Webb 
71599.jpg,Rococo,portrait,,Camille Corot,John Jackson
56454.jpg,Cubism,landscape,1922,Pyotr Konchalovsky,Edward Wadsworth
13111.jpg,Realism,animal painting,1886.0,Camille Pissarro,Rosa Bonheur
13475.jpg,Rococo,veduta,1746,Eugene Boudin,Canaletto
50170.jpg,Romanticism,portrait,1828.0,Edgar Degas,Thomas Sully
21054.jpg,Impressionism,genre painting,1877,Camille Corot,Julian Alden Weir
67674.jpg,Socialist Realism,genre painting,1924,Boris Kustodiev,Aleksandr Deyneka
11785.jpg,Realism,portrait,c.1865,Camille Corot,Camille Corot
60132.jpg,Realism,portrait,c.1888,Theophile Steinlen,Anders Zorn
18714.jpg,Post-Impressionism,genre painting,1870.0,Camille Pissarro,Louis Comfort Tiffany
16060.jpg,Realism,landscape,1861,Camille Corot,Aleksey Savrasov
90919.jpg,Realism,landscape,c.1899,Camille Pissarro,Isaac Levitan
17257.jpg,Realism,sketch and study,1891,Vincent van Gogh,Isaac Levitan
65636.jpg,Realism,landscape,1891,Vincent van Gogh,Isaac Levitan
5214.jpg,Symbolism,design,1907,Theophile Steinlen,Konstantin Somov
31306.jpg,Impressionism,genre painting,1904,Camille Pissarro,Victor Borisov-Musatov
63742.jpg,Impressionism,cityscape,1896,Eugene Boudin,Eugene Boudin
25843.jpg,Rococo,portrait,,Pierre-Auguste Renoir,Maurice Quentin de La Tour
20737.jpg,Romanticism,landscape,1869.0,Camille Pissarro,George Hemming Mason
79896.jpg,Romanticism,portrait,1797.0,Pierre-Auguste Renoir,Thomas Lawrence
94416.jpg,Naïve Art (Primitivism),landscape,,Vincent van Gogh,Alfred Wallis
20577.jpg,Proto Renaissance,religious painting,,Boris Kustodiev,Giotto
61534.jpg,Expressionism,portrait,1915,Edgar Degas,Amedeo Modigliani
103121.jpg,Impressionism,genre painting,,Pierre-Auguste Renoir,Federico Zandomeneghi
89648.jpg,Impressionism,cityscape,,Eugene Boudin,Antoine Blanchard
71376.jpg,Romanticism,cityscape,1846,Vincent van Gogh,Ivan Aivazovsky
