Filename,Date,Genre,Style,Predictions,Real Values
87531.jpg,,animal painting,Romanticism,Zdislav Beksinski,James Ward 
60112.jpg,1918,landscape,Impressionism,John Singer Sargent,Joaquín Sorolla
11624.jpg,1895,portrait,Post-Impressionism,Vincent van Gogh,Edouard Vuillard
49790.jpg,1977.0,literary painting,Neo-Expressionism,Pablo Picasso,Romare Bearden
76081.jpg,1842,landscape,Romanticism,Ivan Aivazovsky,Ivan Aivazovsky
48634.jpg,1760,marina,Baroque,Eugene Boudin,Francesco Guardi
85968.jpg,1912.0,portrait,Realism,Vincent van Gogh,Ilya Repin
32425.jpg,1895.0,sketch and study,Realism,Rembrandt,Ivan Shishkin
66825.jpg,c.1850,sketch and study,Realism,Rembrandt,Aleksey Savrasov
49748.jpg,c.1873,landscape,Realism,Camille Pissarro,Aleksey Savrasov
19391.jpg,,landscape,Realism,Boris Kustodiev,Isaac Levitan
69196.jpg,,,,Theophile Steinlen,Adolf Hitler
82482.jpg,1919,still life,Expressionism,Zdislav Beksinski,Chaim Soutine
83384.jpg,1970,sketch and study,Surrealism,John Singer Sargent,Salvador Dali
75205.jpg,1895,cityscape,Divisionism,Camille Pissarro,Henri Martin
90283.jpg,1919,vanitas,Expressionism,Gustave Dore,M.C. Escher
31661.jpg,1830.0,portrait,Romanticism,Rembrandt,Thomas Lawrence
29208.jpg,,marina,Naïve Art (Primitivism),Pablo Picasso,Alfred Wallis
78609.jpg,,marina,Naïve Art (Primitivism),Pablo Picasso,Alfred Wallis
49341.jpg,,landscape,Romanticism,Vincent van Gogh,Caspar David Friedrich
54059.jpg,,genre painting,Post-Impressionism,Edgar Degas,Stefan Dimitrescu
33190.jpg,c.1900,genre painting,Romanticism,Albrecht Durer,Konstantin Makovsky
90236.jpg,1908,landscape,Impressionism,Ivan Aivazovsky,Arkhip Kuindzhi
72305.jpg,1907,portrait,Art Nouveau (Modern),Pyotr Konchalovsky,Jacek Malczewski
57781.jpg,1871,portrait,Realism,Albrecht Durer,Ivan Kramskoy
8038.jpg,1878,portrait,Realism,John Singer Sargent,Ivan Kramskoy
59677.jpg,,marina,Romanticism,John Singer Sargent,Thomas Hill
21409.jpg,,figurative,Naïve Art (Primitivism),Pablo Picasso,Alfredo Volpi
47826.jpg,1790.0,mythological painting,Romanticism,Rembrandt,Henry Fuseli
75266.jpg,,literary painting,Romanticism,Rembrandt,Henry Fuseli
77662.jpg,1989.0,abstract,Abstract Expressionism,Albrecht Durer,"Urban Landscape, No. 27"
78639.jpg,1876,portrait,Romanticism,Edgar Degas,Sir Lawrence Alma-Tadema
77520.jpg,1906.0,landscape,Pointillism,Henri Matisse,Jean Metzinger
25307.jpg,1906.0,landscape,Divisionism,Boris Kustodiev,Jean Metzinger
3727.jpg,1877.0,portrait,Romanticism,Pablo Picasso,Maurycy Gottlieb
46162.jpg,c.1782,portrait,Rococo,John Singer Sargent,Thomas Gainsborough
80736.jpg,1889.0,landscape,Realism,Camille Pissarro,Jose Ferraz de Almeida Junior
67333.jpg,1886,landscape,Romanticism,Camille Pissarro,John Atkinson Grimshaw
59412.jpg,1882,landscape,Realism,Camille Corot,Vasily Polenov
12946.jpg,,nude painting (nu),Romanticism,Pablo Picasso,Konstantin Makovsky
22427.jpg,1880,marina,Romanticism,Ivan Aivazovsky,Ivan Aivazovsky
70517.jpg,1895,genre painting,Post-Impressionism,Camille Pissarro,Maurice Prendergast
69249.jpg,1913,cityscape,Cubism,Henri Matisse,Raoul Dufy
28931.jpg,,landscape,Romanticism,Vincent van Gogh,Albert Bierstadt
54188.jpg,1913,sketch and study,Expressionism,Zdislav Beksinski,Egon Schiele
64862.jpg,1927.0,abstract,Concretism,Pablo Picasso,Friedrich Vordemberge-Gildewart
46286.jpg,1893,landscape,Impressionism,Eugene Boudin,Eugene Boudin
63481.jpg,,religious painting,Early Renaissance,Albrecht Durer,Sandro Botticelli
52762.jpg,1969,sketch and study,Expressionism,Albrecht Durer,Saint Sebastian
87187.jpg,1892,cloudscape,Post-Impressionism,Claude Monet,Maxime Maufra
41356.jpg,,cityscape,Magic Realism,Henri Matisse,Eric Ravilious
23299.jpg,c.1910,still life,Post-Impressionism,Henri Matisse,Ilya Mashkov
92475.jpg,1640,portrait,Baroque,Camille Corot,Gerrit Dou
30545.jpg,1780,veduta,Baroque,Eugene Boudin,Francesco Guardi
12708.jpg,c.1850,cityscape,Romanticism,Ivan Aivazovsky,Alexey  Bogolyubov
4271.jpg,1908,landscape,Symbolism,Pablo Picasso,Konstantin Bogaevsky
44689.jpg,1877,portrait,Romanticism,Rembrandt,Konstantin Makovsky
26286.jpg,1790,portrait,Baroque,John Singer Sargent,Aleksey Antropov
59662.jpg,,,Contemporary Realism,Boris Kustodiev,andrea loney
16915.jpg,1913,abstract,Futurism,Pablo Picasso,Umberto Boccioni
29636.jpg,1890,genre painting,Impressionism,Claude Monet,Berthe Morisot
73895.jpg,1731.0,marina,Rococo,Ivan Aivazovsky,George Lambert
49565.jpg,1956,religious painting,Surrealism,Boris Kustodiev,Salvador Dali
43107.jpg,1527,religious painting,High Renaissance,Pyotr Konchalovsky,Lorenzo Lotto
61648.jpg,1782,portrait,Neoclassicism,Albrecht Durer,Dmitry Levitzky
67523.jpg,1872,portrait,Realism,Camille Pissarro,Ivan Kramskoy
102359.jpg,,landscape,Realism,Claude Monet,Ivan Shishkin
78910.jpg,c.1874,landscape,Impressionism,Camille Pissarro,Arkhip Kuindzhi
46542.jpg,1911.0,sketch and study,Impressionism,Boris Kustodiev,Valentin Serov
43473.jpg,,portrait,Cubism,Pablo Picasso,Albert Gleizes
70676.jpg,1580.0,portrait,Mannerism (Late Renaissance),Rembrandt,Lavinia Fontana
13823.jpg,,illustration,Romanticism,Gustave Dore,Howard Pyle
5630.jpg,1979.0,genre painting,Impressionism,Vincent van Gogh,LeRoy Neiman
90695.jpg,1894,genre painting,Post-Impressionism,Pierre-Auguste Renoir,Pierre Bonnard
446.jpg,1909.0,marina,American Realism,Ivan Aivazovsky,Robert Henri
102747.jpg,1869,still life,Realism,Albrecht Durer,Henri Fantin-Latour
63307.jpg,1854,landscape,Realism,Ivan Aivazovsky,Aleksey Savrasov
94638.jpg,,portrait,Rococo,Gustave Dore,Antoine Watteau
48755.jpg,,still life,Cubism,Henri Matisse,Albert Gleizes
35515.jpg,1743.0,landscape,Rococo,Camille Pissarro,George Lambert
82522.jpg,1911.0,illustration,Art Nouveau (Modern),Theophile Steinlen,John Bauer
73340.jpg,1875.0,symbolic painting,Tonalism,Pablo Picasso,Albert Pinkham Ryder
82719.jpg,1905,marina,Post-Impressionism,Theophile Steinlen,Maxime Maufra
53279.jpg,1894,genre painting,Realism,Gustave Dore,James Tissot
31946.jpg,c.1785,religious painting,Romanticism,John Singer Sargent,Francisco Goya
91802.jpg,1874,sketch and study,Realism,Rembrandt,Aleksey Savrasov
22024.jpg,c.1890,landscape,Impressionism,Ivan Aivazovsky,Arkhip Kuindzhi
95616.jpg,,sketch and study,Realism,Albrecht Durer,Ivan Shishkin
95243.jpg,1887.0,landscape,Realism,Camille Pissarro,Ivan Shishkin
29276.jpg,1770,marina,Baroque,Eugene Boudin,Francesco Guardi
44570.jpg,,animal painting,Rococo,Zdislav Beksinski,George Morland
87710.jpg,,portrait,Art Nouveau (Modern),Albrecht Durer,Raphael Kirchner
88744.jpg,,landscape,Impressionism,Pyotr Konchalovsky,Istvan Nagy
49243.jpg,1886,portrait,Impressionism,Rembrandt,William Merritt Chase
88346.jpg,,illustration,Romanticism,Gustave Dore,Howard Pyle
96736.jpg,1877.0,marina,Romanticism,Ivan Aivazovsky,William Bradford
55286.jpg,1897,nude painting (nu),Cloisonnism,Henri Matisse,Felix Vallotton 
29930.jpg,1967.0,abstract,Concretism,Henri Matisse,Gunter Fruhtrunk
11472.jpg,1890,portrait,Impressionism,Pierre-Auguste Renoir,Berthe Morisot
17481.jpg,1464,religious painting,Early Renaissance,Pablo Picasso,Piero della Francesca
94723.jpg,1970,religious painting,Surrealism,Edgar Degas,Salvador Dali
83170.jpg,,sketch and study,High Renaissance,Pablo Picasso,Leonardo da Vinci
80126.jpg,,still life,Expressionism,Vincent van Gogh,Nicolae Tonitza
68892.jpg,1905,cityscape,Post-Impressionism,Zdislav Beksinski,Edouard Cortes
1226.jpg,1912,design,Art Nouveau (Modern),Pablo Picasso,Konstantin Korovin
59819.jpg,,cityscape,Romanticism,Zdislav Beksinski,William Turner
64719.jpg,1879.0,landscape,Realism,Claude Monet,Ivan Shishkin
30382.jpg,1884,cityscape,Romanticism,Camille Pissarro,Franz Richard Unterberger
97669.jpg,c.1870,sketch and study,Realism,Rembrandt,Aleksey Savrasov
348.jpg,,portrait,Expressionism,Henri Matisse,Max Beckmann
40091.jpg,1799.0,genre painting,Romanticism,John Singer Sargent,Henry Fuseli
75593.jpg,1882,still life,Impressionism,John Singer Sargent,Paul Gauguin
98234.jpg,,landscape,Romanticism,John Singer Sargent,"Piute Indian at Bridal Veil Falls, Yosemite"
88856.jpg,,bird-and-flower painting,Ink and wash painting,Theophile Steinlen,Yosa Buson
69671.jpg,c.1753,portrait,Rococo,John Singer Sargent,Thomas Gainsborough
35216.jpg,1910.0,cityscape,American Realism,Ivan Aivazovsky,Robert Henri
32008.jpg,1907,religious painting,Byzantine,Albrecht Durer,Nicholas Roerich
24787.jpg,1966.0,landscape,Expressionism,Theophile Steinlen,Horia Bernea
808.jpg,1888,landscape,Realism,Camille Pissarro,Isaac Levitan
49378.jpg,,landscape,Realism,Camille Pissarro,Ivan Shishkin
90796.jpg,1871,religious painting,Romanticism,Rembrandt,Vasily Polenov
22258.jpg,1838,landscape,Romanticism,Camille Corot,Thomas Cole
12150.jpg,1887,landscape,Impressionism,Childe Hassam,Arkhip Kuindzhi
21664.jpg,1916.0,portrait,Art Nouveau (Modern),Albrecht Durer,Raphael Kirchner
86453.jpg,1866,landscape,Luminism,Ivan Aivazovsky,Albert Bierstadt
44052.jpg,1885,landscape,Impressionism,Eugene Boudin,Alfred Sisley
58272.jpg,1902,landscape,Impressionism,Eugene Boudin,Raoul Dufy
20461.jpg,,battle painting,Romanticism,John Singer Sargent,Jan Matejko
74506.jpg,1881.0,sketch and study,Realism,Boris Kustodiev,Valentin Serov
10774.jpg,1780,veduta,Baroque,Eugene Boudin,Francesco Guardi
69368.jpg,c.1560,portrait,Mannerism (Late Renaissance),Albrecht Durer,Agnolo Bronzino
23967.jpg,1874,religious painting,Romanticism,Rembrandt,Vasily Polenov
63073.jpg,1890,landscape,Impressionism,Pierre-Auguste Renoir,Eugene Boudin
88992.jpg,c.1520,religious painting,Northern Renaissance,Albrecht Durer,Albrecht Altdorfer
12252.jpg,1973.0,abstract,Concretism,Pablo Picasso,Galliano Mazzon
64471.jpg,,landscape,Romanticism,Albrecht Durer,John Ruskin
26253.jpg,1975.0,flower painting,Abstract Expressionism,Claude Monet,Gandy Brodie
29732.jpg,1631,sketch and study,Baroque,Rembrandt,Rembrandt
1381.jpg,1894,landscape,Realism,Childe Hassam,Isaac Levitan
62518.jpg,,landscape,Realism,Eugene Boudin,Johan Hendrik Weissenbruch
89413.jpg,,landscape,Impressionism,John Singer Sargent,Frits Thaulow
713.jpg,1918.0,portrait,Academicism,Camille Corot,George Demetrescu Mirea
93595.jpg,1911,landscape,Fauvism,Boris Kustodiev,Martiros Saryan
78474.jpg,1662,genre painting,Baroque,Camille Corot,Jan Siberechts
19895.jpg,1968.0,abstract,Art Informel,Theophile Steinlen,Giuseppe Santomaso
95132.jpg,1914,flower painting,Post-Impressionism,Henri Matisse,Suzanne Valadon
22478.jpg,1900.0,genre painting,Romanticism,John Singer Sargent,Charles M. Russell
72475.jpg,1978,genre painting,Expressionism,Pierre-Auguste Renoir,George Stefanescu-Ramnic 
9978.jpg,,illustration,Art Nouveau (Modern),Pablo Picasso,Aubrey Beardsley
27372.jpg,1320,religious painting,Proto Renaissance,Pablo Picasso,Giotto
72655.jpg,1889,still life,Impressionism,Henri Matisse,Julian Alden Weir
61514.jpg,,marina,Impressionism,Ivan Aivazovsky,Arkhip Kuindzhi
96642.jpg,1843.0,landscape,Romanticism,Vincent van Gogh,Miklos Barabas
69452.jpg,1820.0,landscape,Romanticism,Camille Corot,John Crome
96688.jpg,1799,capriccio,Romanticism,Vincent van Gogh,Francisco Goya
50728.jpg,1911.0,sketch and study,Realism,Rembrandt,Valentin Serov
17025.jpg,1986,cityscape,Pop Art,Henri Matisse,Paul Thek
55572.jpg,,interior,Realism,John Singer Sargent,Ilya Repin
40675.jpg,1882.0,landscape,Realism,Camille Corot,Capri
52067.jpg,1901,genre painting,Post-Impressionism,Boris Kustodiev,Maurice Prendergast
44686.jpg,1947,landscape,Socialist Realism,Camille Pissarro,Pyotr Konchalovsky
90312.jpg,,marina,Naïve Art (Primitivism),John Singer Sargent,Alfred Wallis
25859.jpg,1459,religious painting,Northern Renaissance,Albrecht Durer,Rogier van der Weyden
31092.jpg,1939.0,landscape,Naïve Art (Primitivism),Pablo Picasso,Ivan Generalic
61503.jpg,,calligraphy,Zen,Zdislav Beksinski,detail
52169.jpg,,religious painting,Proto Renaissance,Albrecht Durer,Giotto
88684.jpg,1889,landscape,Realism,Ivan Aivazovsky,Isaac Levitan
46138.jpg,1860,sketch and study,Realism,Rembrandt,Vasily Polenov
86738.jpg,,landscape,Impressionism,Pablo Picasso,Joaquín Sorolla
64797.jpg,1967,abstract,Abstract Expressionism,Zdislav Beksinski,William Scott
35587.jpg,,landscape,Romanticism,Vincent van Gogh,John Atkinson Grimshaw
100969.jpg,1981,portrait,Surrealism,John Singer Sargent,Salvador Dali
37991.jpg,1964.0,genre painting,Social Realism,Pablo Picasso,Romare Bearden
6201.jpg,,portrait,Rococo,Albrecht Durer,Maurice Quentin de La Tour
39854.jpg,,illustration,Romanticism,Gustave Dore,Howard Pyle
30060.jpg,1875.0,genre painting,Romanticism,Vincent van Gogh,Leon Bonnat
71892.jpg,1870.0,portrait,Impressionism,Edgar Degas,Giovanni Fattori
72864.jpg,1636.0,still life,Baroque,Rembrandt,Pieter Claesz
42659.jpg,1935,animal painting,Magic Realism,Theophile Steinlen,Eric Ravilious
61154.jpg,,portrait,Rococo,Albrecht Durer,Maurice Quentin de La Tour
93813.jpg,1897,landscape,Realism,Vincent van Gogh,Isaac Levitan
24798.jpg,1877,landscape,Realism,Claude Monet,Isaac Levitan
18611.jpg,1877.0,genre painting,Realism,Boris Kustodiev,Ilya Repin
58072.jpg,1883,portrait,Romanticism,Boris Kustodiev,Fyodor Bronnikov
65965.jpg,1978.0,,Neo-Dada,Theophile Steinlen,John Cage
37212.jpg,1895.0,genre painting,Cloisonnism,Albrecht Durer,Georges Lacombe 
2869.jpg,c.1510,sketch and study,High Renaissance,Albrecht Durer,Leonardo da Vinci
30844.jpg,c.1487,sketch and study,Early Renaissance,Albrecht Durer,Leonardo da Vinci
77651.jpg,,religious painting,Neo-Romanticism,Pablo Picasso,The scorpion
1793.jpg,1961.0,abstract,Art Informel,Pablo Picasso,Julius Bissier
98959.jpg,1973.0,abstract,Concretism,Pablo Picasso,Galliano Mazzon
38566.jpg,,animal painting,Magic Realism,Pablo Picasso,Eyvind Earle
46582.jpg,1485,still life,Northern Renaissance,Zdislav Beksinski,Martin Schongauer
17807.jpg,1985.0,abstract,Abstract Art,Vincent van Gogh,Tihamer Gyarmathy
21384.jpg,c.1495,sketch and study,High Renaissance,Albrecht Durer,Leonardo da Vinci
22496.jpg,1843,landscape,Realism,Camille Corot,Camille Corot
4231.jpg,1795.0,portrait,Rococo,Rembrandt,Charles Willson Peale
75938.jpg,1887,religious painting,Symbolism,Henri Matisse,Mikhail Vrubel
13742.jpg,1915,genre painting,Symbolism,Pablo Picasso,Kuzma Petrov-Vodkin
98052.jpg,,landscape,Realism,Camille Pissarro,Ivan Shishkin
100988.jpg,1872.0,landscape,Realism,Ivan Aivazovsky,Fyodor Vasilyev
33518.jpg,1640,religious painting,Baroque,Rembrandt,David Teniers the Younger
62979.jpg,1648,mythological painting,Classicism,Camille Corot,Nicolas Poussin
18118.jpg,1860,sketch and study,Romanticism,Henri Matisse,Dante Gabriel Rossetti
98019.jpg,1957.0,landscape,Surrealism,Boris Kustodiev,Stanley Pinker
9558.jpg,1907,illustration,Expressionism,Theophile Steinlen,Martiros Saryan
91848.jpg,2013.0,,Neoplasticism,Pablo Picasso,kiri nichol
51031.jpg,1904,religious painting,Symbolism,Zdislav Beksinski,Odilon Redon
72950.jpg,c.1905,genre painting,Symbolism,Theophile Steinlen,Jan Toorop
31478.jpg,c.1640,genre painting,Classicism,Camille Corot,Claude Lorrain
15249.jpg,1818,yakusha-e,Ukiyo-e,Theophile Steinlen,Utagawa Toyokuni
36134.jpg,c.1870,marina,Realism,Eugene Boudin,Eugene Boudin
32531.jpg,1895.0,marina,Impressionism,Claude Monet,Giovanni Fattori
37278.jpg,1960.0,portrait,Expressionism,Vincent van Gogh,John Bratby
27458.jpg,1968.0,figurative,Surrealism,Theophile Steinlen,Abidin Dino
102827.jpg,1981,landscape,Surrealism,Zdislav Beksinski,Salvador Dali
56270.jpg,1910,animal painting,Expressionism,Henri Matisse,Franz Marc
66702.jpg,1450,religious painting,Early Renaissance,Albrecht Durer,Benozzo Gozzoli
99736.jpg,1910.0,genre painting,Realism,Claude Monet,Octav Bancila
10463.jpg,1908.0,portrait,Realism,Boris Kustodiev,Ilya Repin
83416.jpg,1868,landscape,Impressionism,Boris Kustodiev,Alfred Sisley
24799.jpg,1760.0,landscape,Rococo,Camille Corot,George Lambert
47234.jpg,,landscape,Post-Impressionism,Camille Pissarro,Istvan Nagy
91922.jpg,1500,religious painting,Early Renaissance,Albrecht Durer,Sandro Botticelli
33544.jpg,c.1895,sketch and study,Realism,Rembrandt,Isaac Levitan
23831.jpg,,design,Art Deco,Gustave Dore,Erte
99357.jpg,c.1895,landscape,Impressionism,Zdislav Beksinski,Arkhip Kuindzhi
73581.jpg,1833.0,,Romanticism,John Singer Sargent,Thomas Sully
90900.jpg,,portrait,Neo-Romanticism,Zdislav Beksinski,Theodor Severin Kittelsen
10339.jpg,,genre painting,American Realism,Pyotr Konchalovsky,Robert Henri
88768.jpg,1877,mythological painting,Romanticism,Albrecht Durer,Edward Burne-Jones
19671.jpg,1987.0,figurative,Expressionism,Theophile Steinlen,Vasile Kazar
22675.jpg,1869.0,sketch and study,Romanticism,Camille Pissarro,George Hemming Mason
23952.jpg,,genre painting,Romanticism,Rembrandt,George Hemming Mason
72428.jpg,1955.0,abstract,Art Informel,Vincent van Gogh,Bice Lazzari
2188.jpg,1946.0,abstract,Abstract Art,Pablo Picasso,Tihamer Gyarmathy
35022.jpg,1894,religious painting,Symbolism,Pablo Picasso,James Tissot
21650.jpg,,miniature,Romanesque,Pablo Picasso,Herrad of Landsberg
72951.jpg,1918,genre painting,Impressionism,Childe Hassam,Childe Hassam
78029.jpg,1878,portrait,Realism,Rembrandt,Vasily Vereshchagin
41075.jpg,c.1900,religious painting,Realism,Camille Pissarro,Vasily Polenov
72509.jpg,,landscape,Impressionism,Ivan Aivazovsky,Arkhip Kuindzhi
71098.jpg,,mythological painting,Romanticism,Albrecht Durer,Viktor Vasnetsov
91851.jpg,1906,sketch and study,Symbolism,Boris Kustodiev,Kuzma Petrov-Vodkin
95784.jpg,1894.0,religious painting,Realism,Boris Kustodiev,Ilya Repin
46692.jpg,1836,battle painting,Romanticism,Ivan Aivazovsky,Thomas Cole
16809.jpg,1636,portrait,Baroque,Camille Corot,Anthony van Dyck
100822.jpg,1919,still life,Synthetic Cubism,Pablo Picasso,Georges Braque
50026.jpg,,illustration,Romanticism,Gustave Dore,Howard Pyle
98665.jpg,,portrait,Art Nouveau (Modern),Edgar Degas,Sergey Solomko
65422.jpg,1893.0,genre painting,Symbolism,Henri Matisse,Edvard Munch
68443.jpg,1942.0,genre painting,Naïve Art (Primitivism),Zdislav Beksinski,Ivan Generalic
97480.jpg,c.1880,landscape,Impressionism,Eugene Boudin,Eugene Boudin
1604.jpg,1876,cityscape,Impressionism,Eugene Boudin,Eugene Boudin
16088.jpg,,landscape,Impressionism,Camille Pissarro,Odilon Redon
57034.jpg,c.1925,landscape,Symbolism,Vincent van Gogh,Konstantin Bogaevsky
67875.jpg,,portrait,Romanticism,Camille Corot,Henry Raeburn
14024.jpg,1919,still life,Realism,Pablo Picasso,Constantin Stahi
89254.jpg,,flower painting,Impressionism,Claude Monet,George Demetrescu Mirea
90852.jpg,1889,portrait,Romanticism,Rembrandt,Konstantin Makovsky
99292.jpg,1932,nude painting (nu),Art Deco,Theophile Steinlen,Zinaida Serebriakova
93801.jpg,1922.0,portrait,Romanticism,John Singer Sargent,Charles M. Russell
57333.jpg,,portrait,Rococo,Albrecht Durer,Maurice Quentin de La Tour
3928.jpg,1918,genre painting,Cubism,Boris Kustodiev,Marc Chagall
46633.jpg,1870,landscape,Realism,Camille Corot,Camille Corot
102819.jpg,,genre painting,Baroque,Rembrandt,Bartolome Esteban Murillo
14694.jpg,1633,religious painting,Baroque,Camille Corot,Francisco de Zurbaran
62861.jpg,1926,still life,Surrealism,Albrecht Durer,Edward Wadsworth
69898.jpg,1842.0,landscape,,Camille Pissarro,William Collins
67469.jpg,1913,cityscape,Expressionism,Pyotr Konchalovsky,Ernst Ludwig Kirchner
90353.jpg,,cityscape,Expressionism,Theophile Steinlen,Ernst Ludwig Kirchner
45332.jpg,1890.0,genre painting,Romanticism,John Singer Sargent,Charles M. Russell
37922.jpg,1866,portrait,Realism,Pablo Picasso,Ivan Kramskoy
22701.jpg,1890.0,landscape,Realism,Claude Monet,Ivan Shishkin
13605.jpg,,religious painting,Neo-Romanticism,Edgar Degas,Awaking
38961.jpg,,portrait,Academicism,John Singer Sargent,Alexandre Cabanel
43552.jpg,1839.0,marina,Romanticism,Rembrandt,Christen Kobke
92397.jpg,,wildlife painting,Naturalism,Claude Monet,Archibald Thorburn
56007.jpg,1931,religious painting,Symbolism,Boris Kustodiev,Nicholas Roerich
73383.jpg,1920,genre painting,Expressionism,Pablo Picasso,Paul Klee
30400.jpg,1939,cityscape,Cubism,Pablo Picasso,Stuart Davis
86069.jpg,1856.0,landscape,Realism,Childe Hassam,Rosa Bonheur
12905.jpg,1982.0,abstract,Abstract Expressionism,Henri Matisse,John Cage
102031.jpg,1870,portrait,Romanticism,Boris Kustodiev,Dante Gabriel Rossetti
71167.jpg,1893,genre painting,Post-Impressionism,Pierre-Auguste Renoir,Pierre Bonnard
28375.jpg,1658.0,still life,Baroque,Rembrandt,Willem Kalf
43213.jpg,,portrait,Rococo,Edgar Degas,Maurice Quentin de La Tour
35422.jpg,,landscape,Impressionism,Albrecht Durer,Winston Churchill
68952.jpg,1909,genre painting,Orphism,Pablo Picasso,Frantisek Kupka
3870.jpg,1920,portrait,Post-Impressionism,Albrecht Durer,Salvador Dali
