Filename,Predictions,Real Values
8783.jpg,Edgar Degas,Ivan Aivazovsky
32073.jpg,Vincent van Gogh,Rembrandt
28264.jpg,Boris Kustodiev,Valentin Serov
97579.jpg,Edgar Degas,Edwin Lord Weeks
70393.jpg,Theophile Steinlen,Horia Bernea
4019.jpg,Pierre-Auguste Renoir,Henri Fantin-Latour
56964.jpg,Pyotr Konchalovsky,Egon Schiele
29448.jpg,Edgar Degas,Odilon Redon
97772.jpg,Camille Corot,Wilhelm Kotarbinski
97218.jpg,Pyotr Konchalovsky,Michelangelo
47997.jpg,Boris Kustodiev,Ivan Kramskoy
90614.jpg,Camille Corot,John Jackson
82782.jpg,Camille Pissarro,Ivan Shishkin
68563.jpg,Vincent van Gogh,Theodore Chasseriau
59700.jpg,Vincent van Gogh,Arkhip Kuindzhi
75066.jpg,Pierre-Auguste Renoir,Antonio Mancini
87183.jpg,Camille Pissarro,Ilka Gedo
2466.jpg,Boris Kustodiev,Pietro Perugino
84365.jpg,Vincent van Gogh,Fra Angelico
30308.jpg,Boris Kustodiev,Ivan Kramskoy
3330.jpg,Camille Pissarro,Alfred Sisley
63094.jpg,Theophile Steinlen,Eric Ravilious
34228.jpg,Vincent van Gogh,Thomas Eakins
18987.jpg,Boris Kustodiev,John Jackson
435.jpg,Pyotr Konchalovsky,John Bratby
12584.jpg,Edgar Degas,James Webb 
24897.jpg,Boris Kustodiev,Vasily Vereshchagin
101225.jpg,Camille Pissarro,Ivan Shishkin
38886.jpg,Vincent van Gogh,Francesco Guardi
98849.jpg,Camille Pissarro,Ivan Shishkin
47149.jpg,Pierre-Auguste Renoir,Konstantin Makovsky
95966.jpg,Boris Kustodiev,Boris Kustodiev
61024.jpg,Camille Pissarro,Aleksey Savrasov
102349.jpg,Eugene Boudin,Alfred Sisley
28101.jpg,Boris Kustodiev,Helene Schjerfbeck
71424.jpg,Camille Pissarro,Henri Martin
71882.jpg,Edgar Degas,Georges Seurat
77657.jpg,Boris Kustodiev,Alekos Kontopoulos 
26499.jpg,Theophile Steinlen,Albert Gleizes
94457.jpg,Camille Pissarro,Alfred Sisley
96391.jpg,Pierre-Auguste Renoir,William Collins
28639.jpg,Theophile Steinlen,Alfred Wallis
67897.jpg,Vincent van Gogh,Andre Bauchant
21325.jpg,Theophile Steinlen,Alfred Wallis
79140.jpg,Vincent van Gogh,Egon Schiele
99639.jpg,Theophile Steinlen,John Cage
41777.jpg,Vincent van Gogh,Albert Bierstadt
3692.jpg,Camille Corot,Valentin Serov
80728.jpg,Edgar Degas,Sir Lawrence Alma-Tadema
7795.jpg,Pierre-Auguste Renoir,Berthe Morisot
29279.jpg,Theophile Steinlen,Wols
73754.jpg,Camille Corot,Ivan Kramskoy
9560.jpg,Theophile Steinlen,Theophile Steinlen
74001.jpg,Camille Corot,Gabriel von Max
53706.jpg,Theophile Steinlen,Giotto
77243.jpg,Camille Corot,Ivan Kramskoy
82846.jpg,Camille Corot,John Crome
19297.jpg,Vincent van Gogh,John Bratby
73637.jpg,Eugene Boudin,Eugene Boudin
5384.jpg,Camille Corot,Adriaen van de Velde
44946.jpg,Edgar Degas,Ilya Repin
27456.jpg,Eugene Boudin,Constant Troyon
65326.jpg,Eugene Boudin,Francesco Guardi
25061.jpg,Camille Corot,Edward Hopper
14719.jpg,Camille Corot,William Shayer
1652.jpg,Vincent van Gogh,Ilya Repin
9302.jpg,Boris Kustodiev,Ilya Repin
88314.jpg,Theophile Steinlen,Joaquín Sorolla
18094.jpg,Eugene Boudin,David Cox
31817.jpg,Edgar Degas,Pyotr Konchalovsky
47984.jpg,Boris Kustodiev,Sam Francis
28026.jpg,Vincent van Gogh,Childe Hassam
42630.jpg,Camille Pissarro,Alfred Sisley
83700.jpg,Camille Corot,Mary Cassatt
59777.jpg,Edgar Degas,Luca Giordano
91448.jpg,Theophile Steinlen,Frederic Edwin Church
40486.jpg,Boris Kustodiev,Vasily Perov
19092.jpg,Camille Pissarro,Henri Martin
39785.jpg,Theophile Steinlen,George Bouzianis
45916.jpg,Vincent van Gogh,Paul Serusier
11200.jpg,Camille Corot,Albert Bierstadt
35050.jpg,Camille Corot,Eugene de Blaas
66571.jpg,Edgar Degas,Konstantin Somov
36990.jpg,Camille Corot,Ivan Shishkin
36076.jpg,Boris Kustodiev,Kuzma Petrov-Vodkin
92975.jpg,Vincent van Gogh,Isaac Levitan
54663.jpg,Camille Pissarro,Canaletto
59615.jpg,Eugene Boudin,Albert Bierstadt
35325.jpg,Theophile Steinlen,Raphael Kirchner
90432.jpg,Edgar Degas,Robert Henri
66670.jpg,Eugene Boudin,James McNeill Whistler
53072.jpg,Boris Kustodiev,Bakara Sûresi'nin ilk 4 âyeti
33862.jpg,Boris Kustodiev,Vajda Lajos
53185.jpg,Vincent van Gogh,Odilon Redon
62941.jpg,Theophile Steinlen,Theodor Severin Kittelsen
101070.jpg,Camille Pissarro,Isaac Levitan
14916.jpg,Camille Pissarro,Aleksey Savrasov
99671.jpg,Theophile Steinlen,Filippo Lippi
98440.jpg,Pierre-Auguste Renoir,Ilya Repin
42887.jpg,Vincent van Gogh,John Atkinson Grimshaw
59062.jpg,Camille Corot,Karl Bodmer
85399.jpg,Eugene Boudin,Konstantin Korovin
7662.jpg,Boris Kustodiev,Boris Kustodiev
84281.jpg,Camille Pissarro,Henri Fantin-Latour
58516.jpg,Camille Corot,John Ruskin
78247.jpg,Edgar Degas,Gustave Courbet
85735.jpg,Edgar Degas,Luca Giordano
76356.jpg,Theophile Steinlen,Perle Fine
79732.jpg,Camille Pissarro,Alfred Sisley
20298.jpg,Camille Corot,George Romney
48005.jpg,Camille Corot,Jose Maria Velasco
31159.jpg,Camille Corot,Isaac Levitan
26118.jpg,Vincent van Gogh,Isaac Levitan
80197.jpg,Boris Kustodiev,Boris Kustodiev
16794.jpg,Vincent van Gogh,Ivan Shishkin
64499.jpg,Camille Corot,Eugene de Blaas
99048.jpg,Vincent van Gogh,Egon Schiele
73140.jpg,Camille Corot,Peter Paul Rubens
10867.jpg,Camille Corot,John Jackson
84282.jpg,Camille Pissarro,Laura Knight
94600.jpg,Camille Corot,James Charles
30930.jpg,Camille Corot,John Crome
93510.jpg,Eugene Boudin,Henry Ossawa Tanner
23894.jpg,Boris Kustodiev,Arman Manookian
27827.jpg,Camille Corot,Jose Maria Velasco
79348.jpg,Camille Corot,Frederic Edwin Church
39924.jpg,Vincent van Gogh,Mary Cassatt
27628.jpg,Theophile Steinlen,Vasily Vereshchagin
21671.jpg,Eugene Boudin,Francesco Guardi
79020.jpg,Camille Corot,Francesco Guardi
8360.jpg,Boris Kustodiev,Boris Kustodiev
91357.jpg,Camille Pissarro,Boris Kustodiev
44831.jpg,Pyotr Konchalovsky,El Greco
24685.jpg,Camille Pissarro,Thomas Hill
92401.jpg,Pyotr Konchalovsky,Christopher Wood
35403.jpg,Boris Kustodiev,Henri Martin
2428.jpg,Gustave Dore,Howard Pyle
65955.jpg,Pierre-Auguste Renoir,Robert Henri
34847.jpg,Pierre-Auguste Renoir,Robert Henri
17029.jpg,Gustave Dore,Howard Pyle
14907.jpg,Pierre-Auguste Renoir,Zinaida Serebriakova
40749.jpg,Boris Kustodiev,Alice Baber
63618.jpg,Pierre-Auguste Renoir,Gustave Loiseau
93137.jpg,Camille Pissarro,Pavel Svinyin
96262.jpg,Pyotr Konchalovsky,Louis Comfort Tiffany
25087.jpg,Vincent van Gogh,Raphael
30885.jpg,Theophile Steinlen,Nicolae Tonitza
56942.jpg,Vincent van Gogh,Samuel Palmer
13798.jpg,Edgar Degas,Peter Paul Rubens
88030.jpg,Camille Pissarro,Ivan Shishkin
92985.jpg,Camille Corot,Aleksey Savrasov
54098.jpg,Edgar Degas,Ipolit Strambu
95026.jpg,Pierre-Auguste Renoir,Arkhip Kuindzhi
22480.jpg,Theophile Steinlen,Eric Ravilious
61090.jpg,Edgar Degas,Luca Giordano
66015.jpg,Theophile Steinlen,Leonardo da Vinci
58718.jpg,Boris Kustodiev,Gustave Loiseau
74153.jpg,Boris Kustodiev,Paul Klee
83229.jpg,Camille Corot,Paolo Veronese
69303.jpg,Eugene Boudin,George Morland
60335.jpg,Vincent van Gogh,The Damned Consigned to Hell)
28020.jpg,Boris Kustodiev,Hans Holbein the Younger
81244.jpg,Vincent van Gogh,Robert Campin
75618.jpg,Theophile Steinlen,Rembrandt
61094.jpg,Pyotr Konchalovsky,Maurice Prendergast
38579.jpg,Camille Pissarro,Berthe Morisot
42040.jpg,Pyotr Konchalovsky,Jacek Malczewski
80241.jpg,Vincent van Gogh,John Atkinson Grimshaw
11419.jpg,Theophile Steinlen,Vasily Surikov
40644.jpg,Pierre-Auguste Renoir,Jose Ferraz de Almeida Junior
57080.jpg,Edgar Degas,Gustave Moreau
9925.jpg,Pyotr Konchalovsky,Bui Xuan Phai
29875.jpg,Theophile Steinlen,Raphael Kirchner
95216.jpg,Boris Kustodiev,Juan Gris
95752.jpg,Camille Corot,Thomas Jones Barker
4534.jpg,Boris Kustodiev,M.C. Escher
53030.jpg,Boris Kustodiev,Salvador Dali
46535.jpg,Vincent van Gogh,Eric Ravilious
73013.jpg,Boris Kustodiev,Egon Schiele
11621.jpg,Boris Kustodiev,James Tissot
17967.jpg,Theophile Steinlen,Frederic Edwin Church
100041.jpg,Camille Corot,Ivan Aivazovsky
61895.jpg,Vincent van Gogh,Paul Klee
66378.jpg,Edgar Degas,John Everett Millais
54485.jpg,Vincent van Gogh,John Atkinson Grimshaw
9843.jpg,Eugene Boudin,Francesco Guardi
6846.jpg,Edgar Degas,Egon Schiele
77484.jpg,Pierre-Auguste Renoir,William James Glackens
38866.jpg,Edgar Degas,Roger de La Fresnaye
94986.jpg,Camille Corot,John Bradley
84279.jpg,Boris Kustodiev, Wassily Kandinsky
54515.jpg,Eugene Boudin,William James Glackens
51327.jpg,Vincent van Gogh,Candido Portinari
1439.jpg,Theophile Steinlen,Sir Lawrence Alma-Tadema
7329.jpg,Theophile Steinlen,Egon Schiele
86450.jpg,Camille Corot,Polychronis Lembesis
17160.jpg,Boris Kustodiev,Max Ernst
17432.jpg,Edgar Degas,Frederic Edwin Church
42175.jpg,Edgar Degas,Franz Marc
91565.jpg,Boris Kustodiev,Endre Bartos
65729.jpg,Gustave Dore,Ivan Shishkin
86704.jpg,Eugene Boudin,Isaac Levitan
59032.jpg,Camille Corot,Isaac Levitan
34369.jpg,Vincent van Gogh,Leon Bakst
38491.jpg,Pierre-Auguste Renoir,William Collins
87881.jpg,Gustave Dore,Howard Pyle
71677.jpg,Pyotr Konchalovsky,Romare Bearden
26544.jpg,Boris Kustodiev,William James Glackens
85144.jpg,Edgar Degas,William Merritt Chase
18882.jpg,Theophile Steinlen,Raphael Kirchner
25734.jpg,Vincent van Gogh,Lucas Cranach the Elder
5864.jpg,Camille Pissarro,Johan Hendrik Weissenbruch
87841.jpg,Edgar Degas,Honore Daumier
39518.jpg,Vincent van Gogh,James McNeill Whistler
86731.jpg,Theophile Steinlen,Christopher Wood
34818.jpg,Theophile Steinlen,Albert Gleizes
19316.jpg,Eugene Boudin,Jules Dupre
8127.jpg,Eugene Boudin,David Cox
18569.jpg,Camille Corot,Arkhip Kuindzhi
34822.jpg,Edgar Degas,Vasily Surikov
60388.jpg,Camille Corot,Cagnaccio di San Pietro
97833.jpg,Camille Corot,Isaac Levitan
24773.jpg,Camille Corot,Konstantin Bogaevsky
35463.jpg,Vincent van Gogh,John Atkinson Grimshaw
26297.jpg,Eugene Boudin,Francesco Guardi
62712.jpg,Camille Corot,Thomas Hill
78230.jpg,Pierre-Auguste Renoir,Vladimir Makovsky
89849.jpg,Edgar Degas,James McNeill Whistler
41766.jpg,Boris Kustodiev,Ralph Earl
11860.jpg,Vincent van Gogh,Maurice Utrillo
49379.jpg,Edgar Degas,Sir Lawrence Alma-Tadema
95238.jpg,Boris Kustodiev,Francisco Goya
100818.jpg,Edgar Degas,Adolph Menzel
81440.jpg,Camille Corot,David Johnson
44454.jpg,Theophile Steinlen,Egon Schiele
97710.jpg,Boris Kustodiev,Vasily Vereshchagin
51967.jpg,Eugene Boudin,Vladimir Makovsky
8561.jpg,Boris Kustodiev,Ilya Repin
36634.jpg,Eugene Boudin,Francesco Guardi
88540.jpg,Eugene Boudin,Ivan Aivazovsky
14986.jpg,Camille Corot,Viktor Vasnetsov
85997.jpg,Camille Corot,Thomas Cole
68429.jpg,Vincent van Gogh,Vasily Vereshchagin
93637.jpg,Edgar Degas,Gustave Courbet
64250.jpg,Eugene Boudin,Camille Corot
76973.jpg,Theophile Steinlen,Berthe Morisot
81515.jpg,Boris Kustodiev,Henri de Toulouse-Lautrec
33275.jpg,Pyotr Konchalovsky,Salvador Dali
63388.jpg,Vincent van Gogh,Edouard Vuillard
69059.jpg,Theophile Steinlen,Raphael Kirchner
43772.jpg,Theophile Steinlen,Ivan Generalic
85866.jpg,Boris Kustodiev,Paul Klee
38720.jpg,Vincent van Gogh,Amedeo Modigliani
33743.jpg,Camille Corot,Arkhip Kuindzhi
94908.jpg,Pierre-Auguste Renoir,Arthur Hughes
100983.jpg,Gustave Dore,Ivan Shishkin
35596.jpg,Camille Corot,Isaac Levitan
91035.jpg,Boris Kustodiev,Boris Kustodiev
70545.jpg,Gustave Dore,Ivan Shishkin
25593.jpg,Boris Kustodiev,Vasily Surikov
61382.jpg,Vincent van Gogh,Arkhip Kuindzhi
79011.jpg,Boris Kustodiev,Konstantin Makovsky
457.jpg,Theophile Steinlen,Raphael Kirchner
21023.jpg,Camille Corot,Wyndham Lewis
46062.jpg,Boris Kustodiev,Eugene de Blaas
48431.jpg,Pyotr Konchalovsky,Wilhelm Kotarbinski
15486.jpg,Camille Corot,Adriaen van de Velde
26003.jpg,Edgar Degas,Hans Memling
24105.jpg,Theophile Steinlen,Leonardo da Vinci
32891.jpg,Edgar Degas,Robert Campin
18597.jpg,Eugene Boudin,Viktor Vasnetsov
80381.jpg,Boris Kustodiev,Konstantin Makovsky
78962.jpg,Gustave Dore,Ivan Shishkin
72106.jpg,Pyotr Konchalovsky,Mikhail Vrubel
7067.jpg,Edgar Degas,Kuzma Petrov-Vodkin
11677.jpg,Camille Pissarro,Ivan Shishkin
45607.jpg,Edgar Degas,Ivan Aivazovsky
53749.jpg,Eugene Boudin,Albert Bierstadt
37513.jpg,Camille Corot,Vasily Polenov
66823.jpg,Vincent van Gogh,Konstantin Korovin
31893.jpg,Camille Corot,Albert Bierstadt
39971.jpg,Boris Kustodiev,Henry Ossawa Tanner
22992.jpg,Camille Corot,Francisco Goya
1648.jpg,Boris Kustodiev,Diego Velazquez
101222.jpg,Theophile Steinlen,Raphael Kirchner
40846.jpg,Camille Pissarro,Edouard Vuillard
9862.jpg,Edgar Degas,Honore Daumier
34179.jpg,Theophile Steinlen,Giorgio Morandi
74409.jpg,Camille Pissarro,Paul Gauguin
79585.jpg,Eugene Boudin,Winslow Homer
50399.jpg,Vincent van Gogh,Henri Matisse
31382.jpg,Camille Pissarro,Jules Breton
35620.jpg,Camille Corot,Caravaggio
46618.jpg,Camille Pissarro,Nicolae Tonitza
21406.jpg,Edgar Degas,Ford Madox Brown
51385.jpg,Pierre-Auguste Renoir,Isaac Levitan
85060.jpg,Pierre-Auguste Renoir,Helen Frankenthaler
22001.jpg,Boris Kustodiev,Ilya Repin
72831.jpg,Boris Kustodiev,Ivan Shishkin
83373.jpg,Eugene Boudin,Francesco Guardi
59192.jpg,Camille Pissarro,Ivan Shishkin
27941.jpg,Edgar Degas,Francesco Solimena
15852.jpg,Camille Corot,Aleksey Savrasov
98017.jpg,Camille Corot,Henry Fuseli
51904.jpg,Eugene Boudin,Alfred Sisley
27332.jpg,Edgar Degas,Eugene de Blaas
69004.jpg,Pyotr Konchalovsky,Georgia O'Keeffe
98246.jpg,Camille Corot,Albert Bierstadt
21844.jpg,Boris Kustodiev,Jan Matejko
4383.jpg,Boris Kustodiev,Henryk Stazewski
5069.jpg,Pyotr Konchalovsky, Wassily Kandinsky
59814.jpg,Theophile Steinlen,Edward Wadsworth
46664.jpg,Camille Corot,William Collins
88694.jpg,Pyotr Konchalovsky,Pyotr Konchalovsky
59335.jpg,Pierre-Auguste Renoir,Arkhip Kuindzhi
60372.jpg,Pyotr Konchalovsky,Ilya Mashkov
15233.jpg,Camille Corot,Ivan Aivazovsky
48841.jpg,Eugene Boudin,Albert Bierstadt
87771.jpg,Camille Corot,Ivan Kramskoy
57150.jpg,Camille Corot,Rembrandt
16435.jpg,Edgar Degas,Umberto Boccioni
69938.jpg,Edgar Degas,Balthus
15275.jpg,Boris Kustodiev,Francisco de Zurbaran
60213.jpg,Eugene Boudin,Mouth of the Thames
61856.jpg,Edgar Degas,John Trumbull
19564.jpg,Eugene Boudin,Alfred Parsons
6426.jpg,Camille Pissarro,Ivan Shishkin
69902.jpg,Theophile Steinlen,Vasily Surikov
41071.jpg,Camille Corot,Felix Vallotton 
56130.jpg,Camille Corot,Honore Daumier
24964.jpg,Camille Pissarro,Frantisek Kupka
26290.jpg,Theophile Steinlen,William Holman Hunt
19123.jpg,Camille Pissarro,Istvan Nagy
92813.jpg,Edgar Degas,Boris Kustodiev
74584.jpg,Pyotr Konchalovsky,Natalia Goncharova
60808.jpg,Eugene Boudin,Thomas Hill
68656.jpg,Edgar Degas,Ivan Aivazovsky
78354.jpg,Theophile Steinlen,Zinaida Serebriakova
6428.jpg,Eugene Boudin,Valentin Serov
15294.jpg,Camille Corot,Konstantin Makovsky
29099.jpg,Camille Pissarro,Ivan Shishkin
39427.jpg,Camille Corot,Giovanni Paolo Panini
66340.jpg,Camille Pissarro,Camille Corot
63349.jpg,Pyotr Konchalovsky,Sergey Solomko
29310.jpg,Pyotr Konchalovsky,Bui Xuan Phai
65723.jpg,Theophile Steinlen,Ivan Aivazovsky
97771.jpg,Boris Kustodiev,Gabriele Munter
6223.jpg,Edgar Degas,James Ward 
93656.jpg,Vincent van Gogh,Raoul Dufy
39956.jpg,Theophile Steinlen,Agnes Martin
74613.jpg,Vincent van Gogh,Francesco Guardi
72295.jpg,Pierre-Auguste Renoir,Antonio Mancini
83496.jpg,Vincent van Gogh,Arkhip Kuindzhi
10441.jpg,Vincent van Gogh,Frantisek Kupka
166.jpg,Camille Pissarro,Arkhip Kuindzhi
4984.jpg,Edgar Degas,Albert Bierstadt
32193.jpg,Theophile Steinlen,Hakuin Ekaku
89326.jpg,Theophile Steinlen,Bada Shanren
64455.jpg,Vincent van Gogh,Henri Martin
46547.jpg,Camille Corot,Thomas Jones
45099.jpg,Camille Corot,Thomas Jones Barker
52595.jpg,Edgar Degas,Paul Klee
83279.jpg,Eugene Boudin,Columbano Bordalo Pinheiro
98448.jpg,Edgar Degas,Zinaida Serebriakova
77879.jpg,Vincent van Gogh,Konstantin Makovsky
55606.jpg,Vincent van Gogh,Ivan Generalic
48268.jpg,Theophile Steinlen,Toshi Yoshida
86912.jpg,Vincent van Gogh,Tom Thomson
24250.jpg,Edgar Degas,Jacek Malczewski
94971.jpg,Camille Pissarro,Canaletto
28914.jpg,Eugene Boudin,Eugene Boudin
12889.jpg,Camille Corot,Joseph Wright
79220.jpg,Vincent van Gogh,Alberto Magnelli
81742.jpg,Theophile Steinlen,Orest Kiprensky
12026.jpg,Boris Kustodiev,James Charles
29603.jpg,Camille Corot,Albert Bierstadt
10359.jpg,Vincent van Gogh,Ivan Shishkin
102410.jpg,Boris Kustodiev,Ivan Aivazovsky
19786.jpg,Boris Kustodiev,Ilya Repin
8912.jpg,Camille Pissarro,Ivan Shishkin
16650.jpg,Edgar Degas,Thomas Gainsborough
100543.jpg,Vincent van Gogh,Charles Demuth
7087.jpg,Vincent van Gogh,Giovanni Fattori
103149.jpg,Vincent van Gogh,Raoul Dufy
99907.jpg,Boris Kustodiev,LeRoy Neiman
101395.jpg,Pyotr Konchalovsky,Alberto Magnelli
88710.jpg,Pyotr Konchalovsky,Georges Braque
100255.jpg,Boris Kustodiev,Augustus John
74575.jpg,Theophile Steinlen,Kitagawa Utamaro
31932.jpg,Edgar Degas,Max Weber
79399.jpg,Vincent van Gogh,Hiroshige
2546.jpg,Vincent van Gogh,Francesco Guardi
62406.jpg,Camille Pissarro,Ivan Shishkin
87.jpg,Edgar Degas,Ivan Aivazovsky
49576.jpg,Eugene Boudin,Ivan Aivazovsky
56631.jpg,Boris Kustodiev,Zinaida Serebriakova
57921.jpg,Theophile Steinlen,Rembrandt
69811.jpg,Boris Kustodiev,Frantisek Kupka
54968.jpg,Pierre-Auguste Renoir,Lucian Freud
84045.jpg,Pyotr Konchalovsky,Alekos Kontopoulos 
38314.jpg,Theophile Steinlen,Orest Kiprensky
37378.jpg,Edgar Degas,Gabriel Metsu
87531.jpg,Edgar Degas,James Ward 
60112.jpg,Vincent van Gogh,Joaquín Sorolla
11624.jpg,Vincent van Gogh,Edouard Vuillard
49790.jpg,Pyotr Konchalovsky,Romare Bearden
76081.jpg,Eugene Boudin,Ivan Aivazovsky
48634.jpg,Eugene Boudin,Francesco Guardi
85968.jpg,Vincent van Gogh,Ilya Repin
32425.jpg,Theophile Steinlen,Ivan Shishkin
66825.jpg,Vincent van Gogh,Aleksey Savrasov
49748.jpg,Camille Pissarro,Aleksey Savrasov
19391.jpg,Boris Kustodiev,Isaac Levitan
69196.jpg,Theophile Steinlen,Adolf Hitler
82482.jpg,Vincent van Gogh,Chaim Soutine
83384.jpg,Edgar Degas,Salvador Dali
75205.jpg,Vincent van Gogh,Henri Martin
90283.jpg,Gustave Dore,M.C. Escher
31661.jpg,Camille Corot,Thomas Lawrence
29208.jpg,Boris Kustodiev,Alfred Wallis
78609.jpg,Boris Kustodiev,Alfred Wallis
49341.jpg,Vincent van Gogh,Caspar David Friedrich
54059.jpg,Theophile Steinlen,Stefan Dimitrescu
33190.jpg,Pyotr Konchalovsky,Konstantin Makovsky
90236.jpg,Eugene Boudin,Arkhip Kuindzhi
72305.jpg,Pyotr Konchalovsky,Jacek Malczewski
57781.jpg,Camille Corot,Ivan Kramskoy
8038.jpg,Camille Corot,Ivan Kramskoy
59677.jpg,Camille Corot,Thomas Hill
21409.jpg,Boris Kustodiev,Alfredo Volpi
47826.jpg,Edgar Degas,Henry Fuseli
75266.jpg,Edgar Degas,Henry Fuseli
77662.jpg,Theophile Steinlen,"Urban Landscape, No. 27"
78639.jpg,Edgar Degas,Sir Lawrence Alma-Tadema
77520.jpg,Boris Kustodiev,Jean Metzinger
25307.jpg,Boris Kustodiev,Jean Metzinger
3727.jpg,Edgar Degas,Maurycy Gottlieb
46162.jpg,Pierre-Auguste Renoir,Thomas Gainsborough
80736.jpg,Camille Pissarro,Jose Ferraz de Almeida Junior
67333.jpg,Camille Pissarro,John Atkinson Grimshaw
59412.jpg,Camille Pissarro,Vasily Polenov
12946.jpg,Boris Kustodiev,Konstantin Makovsky
22427.jpg,Eugene Boudin,Ivan Aivazovsky
70517.jpg,Camille Pissarro,Maurice Prendergast
69249.jpg,Boris Kustodiev,Raoul Dufy
28931.jpg,Vincent van Gogh,Albert Bierstadt
54188.jpg,Vincent van Gogh,Egon Schiele
64862.jpg,Theophile Steinlen,Friedrich Vordemberge-Gildewart
46286.jpg,Eugene Boudin,Eugene Boudin
63481.jpg,Vincent van Gogh,Sandro Botticelli
52762.jpg,Pyotr Konchalovsky,Saint Sebastian
87187.jpg,Edgar Degas,Maxime Maufra
41356.jpg,Pyotr Konchalovsky,Eric Ravilious
23299.jpg,Pyotr Konchalovsky,Ilya Mashkov
92475.jpg,Camille Corot,Gerrit Dou
30545.jpg,Eugene Boudin,Francesco Guardi
12708.jpg,Vincent van Gogh,Alexey  Bogolyubov
4271.jpg,Camille Pissarro,Konstantin Bogaevsky
44689.jpg,Camille Pissarro,Konstantin Makovsky
26286.jpg,Edgar Degas,Aleksey Antropov
59662.jpg,Boris Kustodiev,andrea loney
16915.jpg,Edgar Degas,Umberto Boccioni
29636.jpg,Pierre-Auguste Renoir,Berthe Morisot
73895.jpg,Theophile Steinlen,George Lambert
49565.jpg,Boris Kustodiev,Salvador Dali
43107.jpg,Camille Corot,Lorenzo Lotto
61648.jpg,Camille Corot,Dmitry Levitzky
67523.jpg,Camille Pissarro,Ivan Kramskoy
102359.jpg,Pyotr Konchalovsky,Ivan Shishkin
78910.jpg,Eugene Boudin,Arkhip Kuindzhi
46542.jpg,Boris Kustodiev,Valentin Serov
43473.jpg,Theophile Steinlen,Albert Gleizes
70676.jpg,Edgar Degas,Lavinia Fontana
13823.jpg,Gustave Dore,Howard Pyle
5630.jpg,Boris Kustodiev,LeRoy Neiman
90695.jpg,Pierre-Auguste Renoir,Pierre Bonnard
446.jpg,Gustave Dore,Robert Henri
102747.jpg,Pierre-Auguste Renoir,Henri Fantin-Latour
63307.jpg,Eugene Boudin,Aleksey Savrasov
94638.jpg,Vincent van Gogh,Antoine Watteau
48755.jpg,Edgar Degas,Albert Gleizes
35515.jpg,Camille Corot,George Lambert
82522.jpg,Theophile Steinlen,John Bauer
73340.jpg,Edgar Degas,Albert Pinkham Ryder
82719.jpg,Boris Kustodiev,Maxime Maufra
53279.jpg,Theophile Steinlen,James Tissot
31946.jpg,Pyotr Konchalovsky,Francisco Goya
91802.jpg,Camille Pissarro,Aleksey Savrasov
22024.jpg,Camille Pissarro,Arkhip Kuindzhi
95616.jpg,Vincent van Gogh,Ivan Shishkin
95243.jpg,Camille Pissarro,Ivan Shishkin
29276.jpg,Eugene Boudin,Francesco Guardi
44570.jpg,Camille Corot,George Morland
87710.jpg,Theophile Steinlen,Raphael Kirchner
88744.jpg,Camille Pissarro,Istvan Nagy
49243.jpg,Camille Corot,William Merritt Chase
88346.jpg,Gustave Dore,Howard Pyle
96736.jpg,Eugene Boudin,William Bradford
55286.jpg,Boris Kustodiev,Felix Vallotton 
29930.jpg,Vincent van Gogh,Gunter Fruhtrunk
11472.jpg,Camille Pissarro,Berthe Morisot
17481.jpg,Vincent van Gogh,Piero della Francesca
94723.jpg,Vincent van Gogh,Salvador Dali
83170.jpg,Theophile Steinlen,Leonardo da Vinci
80126.jpg,Vincent van Gogh,Nicolae Tonitza
68892.jpg,Vincent van Gogh,Edouard Cortes
1226.jpg,Vincent van Gogh,Konstantin Korovin
59819.jpg,Camille Corot,William Turner
64719.jpg,Camille Pissarro,Ivan Shishkin
30382.jpg,Camille Pissarro,Franz Richard Unterberger
97669.jpg,Theophile Steinlen,Aleksey Savrasov
348.jpg,Camille Corot,Max Beckmann
40091.jpg,Edgar Degas,Henry Fuseli
75593.jpg,Pierre-Auguste Renoir,Paul Gauguin
98234.jpg,Camille Corot,"Piute Indian at Bridal Veil Falls, Yosemite"
88856.jpg,Theophile Steinlen,Yosa Buson
69671.jpg,Pierre-Auguste Renoir,Thomas Gainsborough
35216.jpg,Pierre-Auguste Renoir,Robert Henri
32008.jpg,Theophile Steinlen,Nicholas Roerich
24787.jpg,Theophile Steinlen,Horia Bernea
808.jpg,Camille Pissarro,Isaac Levitan
49378.jpg,Camille Pissarro,Ivan Shishkin
90796.jpg,Edgar Degas,Vasily Polenov
22258.jpg,Camille Corot,Thomas Cole
12150.jpg,Pyotr Konchalovsky,Arkhip Kuindzhi
21664.jpg,Theophile Steinlen,Raphael Kirchner
86453.jpg,Camille Corot,Albert Bierstadt
44052.jpg,Eugene Boudin,Alfred Sisley
58272.jpg,Eugene Boudin,Raoul Dufy
20461.jpg,Pyotr Konchalovsky,Jan Matejko
74506.jpg,Boris Kustodiev,Valentin Serov
10774.jpg,Eugene Boudin,Francesco Guardi
69368.jpg,Vincent van Gogh,Agnolo Bronzino
23967.jpg,Eugene Boudin,Vasily Polenov
63073.jpg,Camille Pissarro,Eugene Boudin
88992.jpg,Boris Kustodiev,Albrecht Altdorfer
